|yawdah|,|ya sudah|
|ybs|,|yang bersangkutan|
|yg|,|yang|
|yi|,|yaitu|
|yl|,|yang lain|
|yng|,|yang|
|yo|,|iya|
|yoha|,|iya|
|yowes|,|ya sudah|
|yuk|,|ayo|
|yup|,|iya|
|ywdh|,|ya sudah|
|lafer|,|lapar|
|lafar|,|lapar|
|pls|,|pulsa|
|lalod|,|lambat|
|lalo|,|lambat|
|belon|,|belum|
|upload|,|unggah|
|ngilang|,|hilang|
|diskonek|,|putus|
|komplen|,|komplain|
|kesedot|,|kurang|
|nipu|,|tipu|
|inet|,|internet|
|naek|,|naik|
|apusi|,|bohong|
|memble|,|kesal|
|nyusahin|,|sulit|
|ngantre|,|antri|
|sebel|,|kesal|
|prnah|,|pernah|
|dimn|,|dimana|
|stgh|,|setengah|
|dpn|,|depan|
|makasih|,|Terima Kasih|
|mas|,|kakak|
|ngasih|,|memberi|
|udah|,|sudah|
|ngajakin|,|mengajak|
|lma|,|lama|
|kl|,|kalau|
|piye|,|bagaimana|
|aja|,|saja|
|trjdi|,|terjadi|
|pkl|,|pukul|
|btl|,|betul|
|gk|,|ngak|
|blm|,|belum|
|gede|,|besar|
|bngt|,|banget|
|and|,|dan|
|cewe|,|cewek|
|cowo|,|cowok|
|trus|,|terus|
|met|,|selamat|
|daaah|,|dah|
|t*i|,|tai|
|*njing|,|anjing|
|ksh|,|kasih|
